,ParticipantID,Type,TestID,TrialID,StudyID,Fluent,Training,Font,Sample,Category,Response,Correct,Seen,Foil,RT,RTnorm,JoM,JoL,Date
136,1,recognition,2,9,2,True,Letter designer,arial,proportion,word,Sure seen,1.0,seen,proportion,1272.0,7.148345743900068,75,difficult to read,30-05-2019 13:02
137,1,recognition,2,10,2,True,Letter designer,arial,children,word,Sure seen,1.0,seen,children,926.0,6.83087423464618,75,difficult to read,30-05-2019 13:02
138,1,recognition,2,11,2,True,Letter designer,arial,wessing,non-word,Sure seen,1.0,seen,wessing,1014.0,6.921658184151129,75,difficult to read,30-05-2019 13:02
139,1,recognition,2,12,2,True,Letter designer,arial,happlemas,non-word,Sure not seen,1.0,not seen,happered,2202.0,7.697121317282625,75,difficult to read,30-05-2019 13:02
140,1,recognition,2,13,2,True,Letter designer,arial,calling,word,Sure not seen,1.0,not seen,called,1877.0,7.537430036586509,75,difficult to read,30-05-2019 13:02
141,1,recognition,2,14,2,True,Letter designer,arial,ideas,word,Sure not seen,1.0,not seen,itself,2711.0,7.905072849498667,75,difficult to read,30-05-2019 13:02
142,1,recognition,2,15,2,True,Letter designer,arial,nationia,non-word,Sure seen,1.0,seen,nationia,1603.0,7.379632152609552,75,difficult to read,30-05-2019 13:02
143,1,recognition,2,16,2,True,Letter designer,arial,difficulty,word,Sure seen,1.0,seen,difficulty,969.0,6.876264611890766,75,difficult to read,30-05-2019 13:02
144,2,lexical,1,1,2,True,Graphic designer,arial,dinded,non-word,Probably non-word,1.0,,,6199.0,8.73214326770192,67,very easy to read,30-05-2019 12:41
145,2,lexical,1,2,2,True,Graphic designer,arial,previtment,non-word,Probably non-word,1.0,,,3714.0,8.219864741912652,67,very easy to read,30-05-2019 12:41
146,2,lexical,1,3,2,True,Graphic designer,arial,martain,non-word,Sure word,0.0,,,2914.0,7.977281986755151,67,very easy to read,30-05-2019 12:41
147,2,lexical,1,4,2,True,Graphic designer,arial,economy,word,Sure word,1.0,,,1532.0,7.334329350300536,67,very easy to read,30-05-2019 12:41
148,2,lexical,1,5,2,True,Graphic designer,arial,modern,word,Sure word,1.0,,,1145.0,7.0431599159883405,67,very easy to read,30-05-2019 12:41
149,2,lexical,1,6,2,True,Graphic designer,arial,dreentic,non-word,Sure non-word,1.0,,,3776.0,8.236420527265391,67,very easy to read,30-05-2019 12:41
150,2,lexical,1,7,2,True,Graphic designer,arial,rooms,word,Sure word,1.0,,,2208.0,7.699842407396987,67,very easy to read,30-05-2019 12:41
151,2,lexical,1,8,2,True,Graphic designer,arial,record,word,Sure word,1.0,,,1932.0,7.566311014772463,67,very easy to read,30-05-2019 12:41
152,2,lexical,1,9,2,True,Graphic designer,arial,damage,word,Sure word,1.0,,,1308.0,7.176254532017144,67,very easy to read,30-05-2019 12:41
153,2,lexical,1,10,2,True,Graphic designer,arial,hopeasis,non-word,Sure non-word,1.0,,,2753.0,7.920446505142608,67,very easy to read,30-05-2019 12:41
154,2,lexical,1,11,2,True,Graphic designer,arial,occognality,non-word,Probably non-word,1.0,,,2518.0,7.8312202146042935,67,very easy to read,30-05-2019 12:41
155,2,lexical,1,12,2,True,Graphic designer,arial,anstons,non-word,Probably non-word,1.0,,,3155.0,8.056743774975313,67,very easy to read,30-05-2019 12:41
156,2,lexical,1,13,2,True,Graphic designer,arial,contact,word,Sure word,1.0,,,1414.0,7.2541778464565185,67,very easy to read,30-05-2019 12:41
