,StudyID,ParticipantID,Fluent,Training,TestID,Type,TrialID,Font,Sample,Category,Response,Correct,Seen,Foil,RT,RTnorm,JoM,JoL,Date
122,2,1,True,Letter designer,2,lexical,15,sansforgetica,difficulty,word,Sure word,1.0,,,1254.0,7.134093721192866,75,difficult to read,30-05-2019 13:02
123,2,1,True,Letter designer,2,lexical,16,sansforgetica,develop,word,Sure word,1.0,,,1275.0,7.150701457592526,75,difficult to read,30-05-2019 13:02
124,2,1,True,Letter designer,2,lexical,17,sansforgetica,happered,non-word,Probably non-word,1.0,,,5286.0,8.572817095164234,75,difficult to read,30-05-2019 13:02
125,2,1,True,Letter designer,2,lexical,18,sansforgetica,excensium,non-word,Probably word,0.0,,,3724.0,8.222553638396958,75,difficult to read,30-05-2019 13:02
126,2,1,True,Letter designer,2,lexical,19,sansforgetica,pocket,word,Sure word,1.0,,,1715.0,7.44716835960004,75,difficult to read,30-05-2019 13:02
127,2,1,True,Letter designer,2,lexical,20,sansforgetica,comething,non-word,Probably word,0.0,,,4408.0,8.391176350832751,75,difficult to read,30-05-2019 13:02
128,2,1,True,Letter designer,2,recognition,1,arial,peoply,non-word,Probably not seen,1.0,not seen,peoped,6902.0,8.839566503657949,75,difficult to read,30-05-2019 13:02
129,2,1,True,Letter designer,2,recognition,2,arial,world,word,Sure seen,0.0,not seen,workers,1265.0,7.142827401161621,75,difficult to read,30-05-2019 13:02
130,2,1,True,Letter designer,2,recognition,3,arial,commalists,non-word,Sure not seen,1.0,not seen,comething,1705.0,7.4413203897176174,75,difficult to read,30-05-2019 13:02
131,2,1,True,Letter designer,2,recognition,4,arial,courcish,non-word,Probably seen,0.0,not seen,courch,3456.0,8.147867129923947,75,difficult to read,30-05-2019 13:02
132,2,1,True,Letter designer,2,recognition,5,arial,develop,word,Sure seen,1.0,seen,develop,1434.0,7.2682230211595655,75,difficult to read,30-05-2019 13:02
133,2,1,True,Letter designer,2,recognition,6,arial,elemselles,non-word,Sure seen,1.0,seen,elemselles,1499.0,7.312553498102598,75,difficult to read,30-05-2019 13:02
134,2,1,True,Letter designer,2,recognition,7,arial,empreases,non-word,Probably seen,1.0,seen,empreases,4648.0,8.444192298531748,75,difficult to read,30-05-2019 13:02
135,2,1,True,Letter designer,2,recognition,8,arial,pointed,word,Sure not seen,1.0,not seen,pocket,2687.0,7.8961806086154915,75,difficult to read,30-05-2019 13:02
136,2,1,True,Letter designer,2,recognition,9,arial,proportion,word,Sure seen,1.0,seen,proportion,1272.0,7.148345743900068,75,difficult to read,30-05-2019 13:02
137,2,1,True,Letter designer,2,recognition,10,arial,children,word,Sure seen,1.0,seen,children,926.0,6.8308742346461795,75,difficult to read,30-05-2019 13:02
138,2,1,True,Letter designer,2,recognition,11,arial,wessing,non-word,Sure seen,1.0,seen,wessing,1014.0,6.921658184151129,75,difficult to read,30-05-2019 13:02
139,2,1,True,Letter designer,2,recognition,12,arial,happlemas,non-word,Sure not seen,1.0,not seen,happered,2202.0,7.697121317282625,75,difficult to read,30-05-2019 13:02
140,2,1,True,Letter designer,2,recognition,13,arial,calling,word,Sure not seen,1.0,not seen,called,1877.0,7.537430036586509,75,difficult to read,30-05-2019 13:02
141,2,1,True,Letter designer,2,recognition,14,arial,ideas,word,Sure not seen,1.0,not seen,itself,2711.0,7.905072849498666,75,difficult to read,30-05-2019 13:02
142,2,1,True,Letter designer,2,recognition,15,arial,nationia,non-word,Sure seen,1.0,seen,nationia,1603.0,7.3796321526095525,75,difficult to read,30-05-2019 13:02
143,2,1,True,Letter designer,2,recognition,16,arial,difficulty,word,Sure seen,1.0,seen,difficulty,969.0,6.876264611890766,75,difficult to read,30-05-2019 13:02
144,2,2,True,Graphic designer,1,lexical,1,arial,dinded,non-word,Probably non-word,1.0,,,6199.0,8.73214326770192,67,very easy to read,30-05-2019 12:41
145,2,2,True,Graphic designer,1,lexical,2,arial,previtment,non-word,Probably non-word,1.0,,,3714.0,8.219864741912652,67,very easy to read,30-05-2019 12:41
146,2,2,True,Graphic designer,1,lexical,3,arial,martain,non-word,Sure word,0.0,,,2914.0,7.97728198675515,67,very easy to read,30-05-2019 12:41
